idade,tipo de emprego,estado civil,educação,inadimplência,saldo (em euros),habitação,empréstimo,contato,dia,mês,duração (em segundos),campanha,pdias,anterior,presultado,y
25,técnico,solteiro,secundário,não,-80,sim,sim,desconhecido,3,junho,89,1,-1,0,desconhecido,não
34,técnico,casado,secundário,não,0,sim,não,celular,29,agosto,116,4,-1,0,desconhecido,não
52,desconhecido,casado,desconhecido,não,1317,não,não,desconhecido,12,junho,58,1,-1,0,desconhecido,não
39,administrador,casado,secundário,não,179,não,não,desconhecido,6,setembro,36,1,-1,0,desconhecido,não
34,gerente,casado,secundário,não,1007,sim,não,celular,21,julho,240,2,-1,0,desconhecido,não
34,gerente,solteiro,secundário,não,0,não,não,celular,22,agosto,132,4,-1,0,desconhecido,não
30,serviços gerais,casado,secundário,não,1286,sim,sim,celular,17,julho,544,1,-1,0,desconhecido,não
33,serviços gerais,casado,secundário,não,804,sim,sim,desconhecido,8,maio,266,1,-1,0,desconhecido,não
30,estudante,solteiro,secundário,não,4,não,não,celular,4,fevereiro,443,2,-1,0,desconhecido,não
51,operário,casado,primario,não,0,sim,não,celular,10,julho,324,1,-1,0,desconhecido,não
36,serviços gerais,solteiro,secundário,não,417,sim,não,celular,6,fevereiro,15,10,207,3,falha,não
48,operário,casado,primario,não,1678,não,não,celular,28,janeiro,263,2,-1,0,desconhecido,não
37,serviços gerais,divorciado,secundário,não,532,sim,não,desconhecido,11,junho,199,1,-1,0,desconhecido,não
58,gerente,casado,secundário,não,407,sim,não,celular,29,julho,145,2,-1,0,desconhecido,não
56,gerente,divorciado,terciário,não,659,não,sim,celular,2,junho,56,1,-1,0,desconhecido,não
34,operário,casado,secundário,não,393,sim,não,celular,5,maio,11,9,-1,0,desconhecido,não
33,administrador,divorciado,secundário,não,661,sim,não,celular,18,novembro,411,1,173,2,outro,não
26,serviços gerais,solteiro,secundário,não,0,não,não,celular,29,julho,165,23,-1,0,desconhecido,não
40,gerente,solteiro,desconhecido,não,838,sim,não,desconhecido,12,maio,619,3,-1,0,desconhecido,não
35,serviços gerais,casado,secundário,não,195,sim,não,celular,17,abril,203,1,-1,0,desconhecido,não
45,empresário,casado,secundário,não,68,sim,não,desconhecido,7,maio,254,1,-1,0,desconhecido,não
37,técnico,solteiro,secundário,não,-242,sim,não,celular,13,agosto,1149,6,-1,0,desconhecido,sim
35,gerente,divorciado,terciário,não,321,sim,não,desconhecido,9,maio,189,1,-1,0,desconhecido,não
43,serviços gerais,solteiro,secundário,não,3403,sim,não,celular,12,novembro,707,2,97,2,sucesso,sim
28,operário,casado,secundário,não,8,sim,não,celular,15,maio,196,1,-1,0,desconhecido,não
32,operário,divorciado,secundário,não,739,sim,não,desconhecido,9,maio,171,1,-1,0,desconhecido,não
26,desempregado,solteiro,secundário,não,622,não,não,celular,28,janeiro,1451,2,-1,0,desconhecido,sim
35,serviços gerais,casado,secundário,não,152,sim,não,desconhecido,2,junho,563,1,-1,0,desconhecido,sim
35,técnico,solteiro,secundário,não,2,não,não,celular,11,agosto,239,4,-1,0,desconhecido,não
39,operário,casado,secundário,não,1439,sim,não,telefone,28,julho,73,6,-1,0,desconhecido,não
42,operário,divorciado,secundário,não,1491,sim,não,celular,6,maio,203,2,334,2,falha,não
32,técnico,solteiro,secundário,não,6402,sim,não,celular,6,maio,158,1,167,1,sucesso,não
30,desempregado,casado,secundário,não,1210,não,não,celular,9,julho,100,4,-1,0,desconhecido,não
26,gerente,solteiro,terciário,não,122,não,sim,celular,8,julho,160,1,-1,0,desconhecido,não
30,estudante,solteiro,secundário,não,0,sim,não,celular,19,novembro,661,1,-1,0,desconhecido,não
32,gerente,casado,terciário,não,62,sim,não,celular,14,maio,166,1,-1,0,desconhecido,não
47,serviços gerais,casado,secundário,não,3333,sim,sim,celular,29,julho,114,2,-1,0,desconhecido,não
33,técnico,casado,terciário,não,16992,sim,não,desconhecido,29,maio,58,1,-1,0,desconhecido,não
57,operário,casado,primario,não,23,sim,não,telefone,31,julho,25,8,-1,0,desconhecido,não
35,administrador,casado,secundário,não,0,sim,não,celular,7,maio,121,2,-1,0,desconhecido,não
53,técnico,casado,terciário,não,6072,não,sim,desconhecido,16,junho,226,4,-1,0,desconhecido,não
24,aposentado,solteiro,secundário,não,366,não,sim,desconhecido,16,maio,234,2,-1,0,desconhecido,não
54,gerente,divorciado,terciário,não,0,não,sim,celular,10,julho,88,1,-1,0,desconhecido,não
31,gerente,casado,terciário,não,1343,sim,sim,desconhecido,21,maio,85,1,-1,0,desconhecido,não
41,empresário,casado,secundário,não,2105,sim,não,celular,18,novembro,134,1,-1,0,desconhecido,não
44,desconhecido,casado,secundário,não,2319,não,não,celular,4,agosto,251,3,-1,0,desconhecido,não
35,serviços gerais,solteiro,secundário,não,35,sim,não,celular,14,maio,152,1,-1,0,desconhecido,não
30,gerente,casado,terciário,não,877,não,não,celular,13,agosto,202,1,83,5,falha,não
43,operário,solteiro,primario,não,30,sim,não,desconhecido,30,maio,379,17,-1,0,desconhecido,não
51,empresário,casado,secundário,sim,-2082,não,sim,celular,28,julho,123,6,-1,0,desconhecido,não
60,aposentado,casado,secundário,não,89,não,não,celular,30,abril,156,2,-1,0,desconhecido,não
43,autônomo,casado,secundário,não,104,não,não,desconhecido,17,junho,332,1,-1,0,desconhecido,não
31,gerente,casado,terciário,não,1750,sim,não,telefone,14,maio,90,3,-1,0,desconhecido,não
56,gerente,casado,primario,não,772,sim,não,telefone,20,novembro,291,1,-1,0,desconhecido,não
42,técnico,casado,secundário,não,1048,sim,não,telefone,6,fevereiro,23,2,-1,0,desconhecido,não
52,empresário,casado,primario,não,592,não,não,celular,21,julho,122,2,-1,0,desconhecido,não
40,técnico,casado,secundário,não,0,sim,sim,celular,26,julho,105,2,172,1,falha,não
36,serviços gerais,casado,secundário,não,3064,sim,não,telefone,11,maio,1143,4,-1,0,desconhecido,não
40,serviços gerais,casado,primario,não,33,não,não,desconhecido,26,maio,70,3,-1,0,desconhecido,não
46,operário,casado,secundário,não,0,sim,não,celular,8,maio,264,2,-1,0,desconhecido,não
32,administrador,solteiro,secundário,não,1649,não,não,celular,27,maio,204,2,-1,0,desconhecido,não
31,empregada doméstica,solteiro,terciário,não,287,sim,não,celular,19,novembro,182,1,-1,0,desconhecido,não
41,técnico,divorciado,secundário,não,0,sim,não,celular,17,novembro,386,2,-1,0,desconhecido,não
58,empregada doméstica,casado,primario,não,419,não,sim,desconhecido,5,junho,295,3,-1,0,desconhecido,não
36,serviços gerais,casado,secundário,não,257,sim,não,celular,12,maio,86,2,-1,0,desconhecido,não
52,técnico,casado,secundário,não,118,não,não,celular,28,agosto,16,20,-1,0,desconhecido,não
42,gerente,casado,terciário,não,251,não,não,celular,20,agosto,413,2,-1,0,desconhecido,não
32,gerente,solteiro,terciário,não,1731,sim,sim,desconhecido,29,maio,323,3,-1,0,desconhecido,não
62,gerente,casado,terciário,não,0,não,não,celular,13,outubro,78,3,-1,0,desconhecido,não
31,técnico,solteiro,terciário,não,23,não,não,celular,25,agosto,121,3,-1,0,desconhecido,não
41,operário,solteiro,secundário,sim,-386,não,sim,celular,20,novembro,477,1,-1,0,desconhecido,sim
34,autônomo,casado,terciário,não,5498,não,não,celular,19,novembro,265,1,-1,0,desconhecido,não
44,gerente,solteiro,terciário,não,5063,não,não,celular,27,outubro,418,2,-1,0,desconhecido,sim
42,operário,casado,primario,não,7041,sim,não,celular,28,julho,386,4,-1,0,desconhecido,não
37,empresário,solteiro,secundário,não,654,não,não,desconhecido,19,maio,594,2,-1,0,desconhecido,não
47,gerente,casado,terciário,não,1890,não,não,celular,8,julho,161,1,-1,0,desconhecido,não
32,desempregado,casado,secundário,não,2400,sim,sim,celular,5,fevereiro,450,3,-1,0,desconhecido,não
46,operário,casado,secundário,não,519,sim,não,celular,25,agosto,217,6,-1,0,desconhecido,não
39,técnico,solteiro,terciário,não,1190,não,não,celular,8,agosto,136,1,-1,0,desconhecido,não
28,serviços gerais,solteiro,secundário,não,229,sim,não,desconhecido,9,maio,322,1,-1,0,desconhecido,não
26,estudante,solteiro,secundário,não,203,não,não,celular,16,novembro,104,1,196,1,falha,não
52,técnico,casado,secundário,não,1818,não,sim,celular,17,novembro,189,2,111,4,falha,não
42,desempregado,casado,secundário,não,1289,não,não,celular,15,julho,250,4,415,2,falha,sim
33,técnico,divorciado,terciário,não,39,não,não,celular,19,agosto,123,5,-1,0,desconhecido,não
73,aposentado,casado,primario,não,796,não,não,celular,23,outubro,427,1,182,2,falha,sim
35,administrador,solteiro,secundário,não,57,não,sim,celular,8,julho,632,2,-1,0,desconhecido,não
40,gerente,casado,terciário,não,1548,sim,não,celular,13,abril,101,3,-1,0,desconhecido,não
51,técnico,casado,secundário,não,117,não,não,celular,24,agosto,467,2,88,4,outro,sim
37,administrador,solteiro,secundário,não,0,sim,não,celular,16,abril,640,2,-1,0,desconhecido,não
39,gerente,casado,terciário,não,691,sim,sim,celular,16,abril,517,1,255,1,falha,não
28,operário,casado,secundário,não,64,sim,não,desconhecido,13,maio,160,3,-1,0,desconhecido,não
49,técnico,divorciado,terciário,não,0,sim,não,celular,12,junho,177,3,-1,0,desconhecido,não
36,administrador,casado,secundário,não,957,sim,não,desconhecido,21,maio,206,1,-1,0,desconhecido,não
45,técnico,casado,secundário,não,118,sim,não,desconhecido,7,maio,208,2,-1,0,desconhecido,não
29,técnico,solteiro,terciário,não,218,sim,não,celular,12,abril,169,1,-1,0,desconhecido,não
35,gerente,casado,secundário,não,724,sim,não,celular,14,julho,287,2,415,1,falha,sim
35,empregada doméstica,casado,terciário,não,20,sim,sim,celular,17,julho,505,3,-1,0,desconhecido,não
30,operário,casado,secundário,não,-28,sim,não,celular,18,maio,284,2,371,1,falha,não
46,operário,casado,primario,não,665,não,não,celular,30,janeiro,89,4,235,2,falha,não
25,estudante,solteiro,terciário,não,5,não,não,celular,29,setembro,138,1,-1,0,desconhecido,não
36,gerente,casado,terciário,não,925,não,não,celular,14,dezembro,321,3,189,4,sucesso,sim
42,operário,casado,primario,não,2519,sim,não,desconhecido,15,maio,262,4,-1,0,desconhecido,não
57,administrador,casado,secundário,não,3927,não,não,celular,13,outubro,61,1,-1,0,desconhecido,não
42,gerente,divorciado,terciário,não,401,sim,não,celular,24,julho,217,9,-1,0,desconhecido,não
29,gerente,casado,terciário,não,581,sim,sim,celular,14,julho,192,2,-1,0,desconhecido,não
36,técnico,casado,terciário,não,1327,não,não,celular,29,outubro,174,2,-1,0,desconhecido,não
31,desempregado,casado,secundário,não,3242,não,não,desconhecido,25,junho,292,2,-1,0,desconhecido,não
59,técnico,casado,primario,não,3163,sim,não,desconhecido,29,maio,240,2,-1,0,desconhecido,não
50,desempregado,divorciado,secundário,não,32,não,não,celular,4,agosto,282,2,-1,0,desconhecido,não
47,administrador,casado,secundário,não,310,sim,sim,telefone,14,agosto,128,6,-1,0,desconhecido,não
46,empregada doméstica,casado,primario,não,0,não,não,telefone,2,fevereiro,161,1,-1,0,desconhecido,não
26,operário,solteiro,primario,não,155,sim,não,celular,29,janeiro,291,1,244,4,falha,não
31,serviços gerais,solteiro,secundário,não,11386,sim,não,celular,20,novembro,356,1,-1,0,desconhecido,não
30,serviços gerais,casado,terciário,não,1380,sim,não,desconhecido,21,maio,294,2,-1,0,desconhecido,não
47,operário,solteiro,desconhecido,não,2443,não,não,desconhecido,18,junho,422,1,-1,0,desconhecido,não
23,técnico,solteiro,terciário,não,1129,sim,não,desconhecido,28,maio,806,1,-1,0,desconhecido,sim
44,desempregado,solteiro,primario,não,4232,não,não,desconhecido,16,junho,227,1,-1,0,desconhecido,não
42,autônomo,casado,secundário,não,5564,não,não,celular,17,novembro,560,2,-1,0,desconhecido,não
32,serviços gerais,solteiro,secundário,não,-402,sim,não,celular,17,abril,135,1,-1,0,desconhecido,não
28,administrador,solteiro,secundário,não,1323,sim,não,desconhecido,3,junho,361,1,-1,0,desconhecido,não
57,aposentado,casado,primario,não,1623,sim,sim,celular,18,julho,246,1,-1,0,desconhecido,não
38,técnico,casado,terciário,não,1042,sim,não,celular,4,fevereiro,419,2,-1,0,desconhecido,não
22,estudante,solteiro,secundário,não,2488,não,não,celular,8,novembro,449,2,38,10,outro,sim
54,administrador,casado,secundário,não,865,sim,não,celular,17,novembro,71,1,-1,0,desconhecido,não
32,técnico,casado,terciário,não,-1053,sim,não,celular,21,julho,357,3,-1,0,desconhecido,não
32,gerente,casado,terciário,não,1667,sim,não,celular,18,novembro,164,2,179,3,falha,não
59,administrador,divorciado,secundário,não,975,sim,não,desconhecido,15,maio,263,4,-1,0,desconhecido,não
45,técnico,casado,secundário,não,2571,não,não,desconhecido,18,junho,146,2,-1,0,desconhecido,não
53,desconhecido,casado,primario,não,732,não,não,celular,27,outubro,759,2,-1,0,desconhecido,sim
50,administrador,divorciado,secundário,não,769,não,não,celular,28,julho,72,2,363,4,falha,não
34,técnico,casado,secundário,não,-136,sim,sim,celular,12,agosto,131,2,-1,0,desconhecido,não
35,administrador,divorciado,secundário,não,3636,não,sim,celular,21,novembro,808,2,-1,0,desconhecido,sim
30,gerente,casado,terciário,não,931,não,não,celular,17,julho,1183,1,-1,0,desconhecido,não
62,empregada doméstica,casado,secundário,não,565,não,não,celular,4,setembro,123,3,-1,0,desconhecido,não
40,operário,casado,secundário,não,271,sim,não,desconhecido,29,maio,483,2,-1,0,desconhecido,não
26,autônomo,solteiro,terciário,não,1153,não,não,celular,4,maio,238,3,-1,0,desconhecido,não
34,gerente,casado,terciário,não,-73,sim,não,celular,11,julho,90,1,-1,0,desconhecido,não
50,desconhecido,casado,desconhecido,não,558,não,não,celular,9,julho,464,1,683,6,falha,sim
31,desconhecido,divorciado,terciário,não,137,não,não,celular,22,agosto,385,9,-1,0,desconhecido,não
35,técnico,casado,secundário,não,700,sim,não,desconhecido,23,maio,240,2,-1,0,desconhecido,não
55,aposentado,casado,primario,não,-966,não,sim,celular,14,maio,104,1,-1,0,desconhecido,não
34,administrador,casado,secundário,não,96,não,não,celular,29,agosto,109,2,-1,0,desconhecido,não
58,aposentado,casado,primario,não,4007,não,não,celular,30,novembro,598,4,-1,0,desconhecido,não
50,gerente,solteiro,terciário,não,567,sim,não,desconhecido,16,maio,274,8,-1,0,desconhecido,não
31,técnico,solteiro,secundário,não,40,não,não,celular,7,agosto,123,2,-1,0,desconhecido,não
47,administrador,divorciado,secundário,não,136,não,sim,celular,23,julho,70,1,-1,0,desconhecido,não
38,autônomo,solteiro,terciário,não,917,sim,não,desconhecido,23,maio,260,1,-1,0,desconhecido,não
46,gerente,solteiro,terciário,não,593,sim,não,celular,29,janeiro,190,3,-1,0,desconhecido,não
42,operário,casado,primario,não,505,sim,não,desconhecido,14,maio,521,2,-1,0,desconhecido,não
34,operário,casado,secundário,não,2542,sim,não,celular,14,maio,228,1,-1,0,desconhecido,não
37,gerente,casado,terciário,não,5355,não,não,telefone,17,fevereiro,466,4,-1,0,desconhecido,sim
38,estudante,solteiro,terciário,não,807,não,não,celular,27,fevereiro,74,2,-1,0,desconhecido,não
59,aposentado,casado,secundário,não,9976,sim,não,desconhecido,29,maio,57,2,-1,0,desconhecido,não
32,administrador,casado,secundário,não,0,não,não,celular,30,janeiro,119,3,-1,0,desconhecido,não
55,gerente,casado,terciário,não,540,não,não,celular,19,novembro,124,2,-1,0,desconhecido,não
35,operário,casado,secundário,não,280,sim,sim,celular,31,julho,65,50,-1,0,desconhecido,não
56,gerente,divorciado,terciário,não,-59,não,sim,celular,28,julho,127,6,-1,0,desconhecido,não
27,administrador,casado,secundário,sim,-517,sim,não,celular,14,julho,172,3,-1,0,desconhecido,não
42,desempregado,solteiro,secundário,não,2613,sim,não,celular,30,julho,174,6,-1,0,desconhecido,não
42,estudante,casado,desconhecido,não,-7,não,não,telefone,31,julho,41,6,-1,0,desconhecido,não
41,operário,casado,primario,não,0,sim,não,desconhecido,30,maio,232,3,-1,0,desconhecido,não
53,aposentado,divorciado,secundário,sim,-200,não,sim,desconhecido,6,junho,161,1,-1,0,desconhecido,não
67,aposentado,casado,primario,não,2301,não,não,celular,16,abril,124,1,-1,0,desconhecido,não
53,empregada doméstica,casado,primario,não,104,não,sim,desconhecido,5,junho,701,1,-1,0,desconhecido,sim
33,operário,casado,primario,não,191,sim,não,desconhecido,9,maio,162,2,-1,0,desconhecido,não
31,técnico,solteiro,desconhecido,não,694,sim,não,desconhecido,6,junho,431,2,-1,0,desconhecido,não
31,administrador,casado,secundário,não,212,sim,não,celular,18,julho,191,3,-1,0,desconhecido,não
30,gerente,casado,terciário,não,1882,sim,não,celular,11,agosto,249,5,-1,0,desconhecido,não
48,operário,casado,desconhecido,não,131,sim,não,desconhecido,6,maio,189,1,-1,0,desconhecido,não
30,técnico,solteiro,secundário,não,175,não,não,celular,25,agosto,167,4,-1,0,desconhecido,não
43,técnico,solteiro,terciário,sim,0,não,não,celular,29,agosto,73,4,-1,0,desconhecido,não
38,gerente,divorciado,terciário,não,4425,sim,não,desconhecido,30,maio,162,1,-1,0,desconhecido,não
46,desempregado,casado,secundário,não,3533,sim,não,celular,12,agosto,235,2,-1,0,desconhecido,não
59,operário,divorciado,secundário,não,3573,não,não,celular,15,maio,44,1,-1,0,desconhecido,não
44,gerente,divorciado,terciário,não,476,sim,sim,desconhecido,26,maio,127,2,-1,0,desconhecido,não
